,n = 500,n = 1000,n = 2000,n = 2500
2045,0.08,0.93,0.05333333333333334,0.9825
2046,0.102,0.059,0.072,0.9775
2047,0.108,0.902,0.9686666666666667,0.98
2048,0.856,0.048,0.9566666666666667,0.9835
2049,0.736,0.046,0.9686666666666667,0.9775
2050,0.1,0.067,0.9566666666666667,0.9765
2051,0.084,0.053,0.044,0.9865
2052,0.106,0.924,0.9566666666666667,0.9775
2053,0.812,0.051,0.04466666666666667,0.9845
2054,0.76,0.924,0.051333333333333335,0.9735
2055,0.112,0.075,0.036,0.9795
2056,0.084,0.05,0.9653333333333334,0.974
2057,0.81,0.062,0.9653333333333334,0.971
2058,0.102,0.057,0.9673333333333334,0.9785
2059,0.092,0.938,0.04533333333333334,0.0315
2060,0.088,0.053,0.9666666666666667,0.9845
2061,0.788,0.925,0.96,0.9885
2062,0.1,0.056,0.043333333333333335,0.047
2063,0.73,0.918,0.9693333333333334,0.9785
2064,0.778,0.939,0.9373333333333334,0.981
2065,0.102,0.91,0.9666666666666667,0.984
2066,0.066,0.061,0.056,0.977
2067,0.082,0.907,0.9546666666666667,0.98
2068,0.094,0.932,0.964,0.9775
2069,0.122,0.911,0.9626666666666667,0.975
2070,0.188,0.09,0.9653333333333334,0.973
2071,0.092,0.934,0.05333333333333334,0.978
2072,0.828,0.058,0.97,0.9825
2073,0.796,0.949,0.962,0.972
2074,0.774,0.077,0.9626666666666667,0.9785
2075,0.824,0.063,0.96,0.972
2076,0.086,0.928,0.9613333333333334,0.979
2077,0.798,0.943,0.9566666666666667,0.983
2078,0.1,0.075,0.9506666666666667,0.035
2079,0.086,0.932,0.9613333333333334,0.9785
2080,0.068,0.931,0.964,0.0365
2081,0.852,0.91,0.96,0.9805
2082,0.086,0.917,0.9673333333333334,0.98
2083,0.768,0.916,0.06466666666666666,0.981
2084,0.104,0.934,0.04,0.0355
2085,0.784,0.917,0.97,0.9755
2086,0.108,0.941,0.9673333333333334,0.9765
2087,0.144,0.931,0.04133333333333333,0.039
2088,0.092,0.921,0.9673333333333334,0.033
2089,0.13,0.923,0.964,0.033
2090,0.822,0.087,0.04133333333333333,0.977
2091,0.108,0.906,0.962,0.9775
2092,0.826,0.935,0.07466666666666667,0.0495
2093,0.072,0.948,0.9626666666666667,0.9805
2094,0.096,0.07,0.9706666666666667,0.9815
2095,0.094,0.061,0.962,0.9755
2096,0.106,0.904,0.9646666666666667,0.978
2097,0.066,0.924,0.04533333333333334,0.984
2098,0.798,0.939,0.9706666666666667,0.974
2099,0.07,0.05,0.974,0.975
2100,0.846,0.062,0.958,0.9845
2101,0.074,0.929,0.964,0.9805
2102,0.076,0.056,0.9633333333333334,0.979
2103,0.828,0.926,0.954,0.9795
2104,0.766,0.048,0.9646666666666667,0.982
2105,0.074,0.938,0.9753333333333334,0.9745
2106,0.122,0.929,0.97,0.982
2107,0.81,0.049,0.9526666666666667,0.979
2108,0.826,0.927,0.966,0.9705
2109,0.74,0.05,0.9686666666666667,0.98
2110,0.106,0.925,0.9626666666666667,0.975
2111,0.788,0.934,0.066,0.9765
2112,0.106,0.93,0.9666666666666667,0.978
2113,0.154,0.066,0.9626666666666667,0.981
2114,0.076,0.921,0.9673333333333334,0.9795
2115,0.798,0.927,0.034,0.9815
2116,0.848,0.916,0.048,0.978
2117,0.07,0.927,0.968,0.9805
2118,0.208,0.94,0.9593333333333334,0.983
2119,0.088,0.933,0.04066666666666666,0.9795
2120,0.082,0.924,0.9693333333333334,0.9735
2121,0.148,0.937,0.9653333333333334,0.9785
2122,0.84,0.93,0.96,0.9795
2123,0.094,0.913,0.04733333333333333,0.0355
2124,0.226,0.061,0.956,0.9755
2125,0.168,0.08,0.9706666666666667,0.9755
2126,0.816,0.938,0.9586666666666667,0.9765
2127,0.862,0.073,0.048666666666666664,0.9815
2128,0.07,0.912,0.962,0.983
2129,0.106,0.064,0.964,0.9775
2130,0.1,0.938,0.9626666666666667,0.981
2131,0.776,0.059,0.9593333333333334,0.04
2132,0.098,0.061,0.9613333333333334,0.9815
2133,0.122,0.943,0.9666666666666667,0.9785
2134,0.84,0.934,0.946,0.046
2135,0.742,0.064,0.9606666666666667,0.9795
2136,0.114,0.049,0.9646666666666667,0.979
2137,0.09,0.935,0.9713333333333334,0.9845
2138,0.174,0.929,0.04933333333333333,0.9785
2139,0.098,0.933,0.05533333333333333,0.981
2140,0.094,0.065,0.04666666666666667,0.981
2141,0.096,0.938,0.958,0.9805
2142,0.09,0.072,0.04066666666666666,0.982
2143,0.776,0.926,0.04933333333333333,0.9835
2144,0.832,0.922,0.966,0.9805
2145,0.106,0.052,0.9553333333333334,0.988
2146,0.094,0.048,0.9693333333333334,0.9815
2147,0.828,0.916,0.9553333333333334,0.9755
2148,0.092,0.043,0.966,0.979
2149,0.808,0.918,0.966,0.98
2150,0.096,0.068,0.9613333333333334,0.9795
2151,0.152,0.081,0.962,0.974
2152,0.116,0.072,0.9686666666666667,0.0445
2153,0.092,0.922,0.048666666666666664,0.983
2154,0.09,0.947,0.968,0.9875
2155,0.77,0.93,0.9666666666666667,0.9805
2156,0.116,0.047,0.9606666666666667,0.9735
2157,0.098,0.05,0.9693333333333334,0.9845
2158,0.188,0.068,0.048,0.975
2159,0.092,0.935,0.04066666666666666,0.032
2160,0.074,0.923,0.9666666666666667,0.045
2161,0.144,0.067,0.04933333333333333,0.036
2162,0.168,0.931,0.048666666666666664,0.034
2163,0.116,0.068,0.97,0.982
2164,0.086,0.93,0.9573333333333334,0.0345
2165,0.086,0.941,0.962,0.9795
2166,0.116,0.064,0.9633333333333334,0.044
2167,0.802,0.046,0.9633333333333334,0.976
2168,0.098,0.045,0.9606666666666667,0.9815
2169,0.768,0.068,0.9606666666666667,0.0295
2170,0.096,0.051,0.9633333333333334,0.9775
2171,0.104,0.936,0.9633333333333334,0.035
2172,0.092,0.115,0.9693333333333334,0.0275
2173,0.1,0.916,0.9653333333333334,0.977
2174,0.75,0.042,0.06133333333333333,0.055
2175,0.126,0.915,0.9566666666666667,0.9785
2176,0.1,0.94,0.9733333333333334,0.978
2177,0.08,0.078,0.9633333333333334,0.9815
2178,0.08,0.05,0.9606666666666667,0.0535
2179,0.794,0.906,0.9546666666666667,0.038
2180,0.09,0.938,0.04066666666666666,0.9805
2181,0.098,0.068,0.9566666666666667,0.985
2182,0.122,0.918,0.968,0.979
2183,0.108,0.051,0.9653333333333334,0.9805
2184,0.088,0.917,0.9613333333333334,0.9815
2185,0.86,0.048,0.9593333333333334,0.0325
2186,0.798,0.949,0.9593333333333334,0.978
2187,0.108,0.071,0.052,0.9775
2188,0.142,0.082,0.9586666666666667,0.0475
2189,0.872,0.944,0.9666666666666667,0.981
2190,0.824,0.935,0.9586666666666667,0.977
2191,0.802,0.912,0.07533333333333334,0.0325
2192,0.77,0.948,0.9626666666666667,0.0535
2193,0.158,0.055,0.966,0.975
2194,0.09,0.914,0.9693333333333334,0.0425
2195,0.794,0.056,0.9613333333333334,0.0335
2196,0.09,0.064,0.9486666666666667,0.978
2197,0.08,0.944,0.9686666666666667,0.9815
2198,0.108,0.07,0.03666666666666667,0.98
2199,0.806,0.932,0.9646666666666667,0.9815
2200,0.088,0.074,0.9606666666666667,0.982
2201,0.07,0.92,0.046,0.982
2202,0.212,0.936,0.952,0.974
2203,0.102,0.932,0.05733333333333333,0.9805
2204,0.096,0.922,0.9653333333333334,0.0315
2205,0.798,0.914,0.9626666666666667,0.9795
2206,0.086,0.063,0.9513333333333334,0.9795
2207,0.072,0.045,0.9666666666666667,0.977
2208,0.068,0.941,0.9646666666666667,0.982
2209,0.856,0.927,0.962,0.9755
2210,0.098,0.059,0.9713333333333334,0.98
2211,0.8,0.059,0.058,0.9745
2212,0.788,0.054,0.056666666666666664,0.9765
2213,0.116,0.94,0.964,0.9805
2214,0.09,0.06,0.9606666666666667,0.978
2215,0.812,0.937,0.042666666666666665,0.9795
2216,0.162,0.067,0.05533333333333333,0.9785
2217,0.8,0.062,0.9553333333333334,0.9825
2218,0.096,0.917,0.9713333333333334,0.9845
2219,0.106,0.947,0.95,0.0415
2220,0.794,0.05,0.9586666666666667,0.981
2221,0.754,0.053,0.964,0.9795
2222,0.772,0.07,0.044,0.978
2223,0.146,0.077,0.962,0.984
2224,0.09,0.06,0.966,0.039
2225,0.764,0.945,0.050666666666666665,0.975
2226,0.816,0.059,0.9653333333333334,0.9715
2227,0.178,0.05,0.9666666666666667,0.98
2228,0.832,0.935,0.962,0.9805
2229,0.092,0.062,0.9666666666666667,0.975
2230,0.124,0.058,0.958,0.9785
2231,0.842,0.938,0.964,0.9725
2232,0.084,0.94,0.9713333333333334,0.0425
2233,0.136,0.922,0.9593333333333334,0.9805
2234,0.072,0.917,0.96,0.985
2235,0.78,0.933,0.9586666666666667,0.979
2236,0.066,0.045,0.9653333333333334,0.982
2237,0.088,0.936,0.043333333333333335,0.9755
2238,0.104,0.935,0.03866666666666667,0.9835
2239,0.128,0.073,0.9533333333333334,0.972
2240,0.09,0.055,0.04733333333333333,0.9725
2241,0.082,0.051,0.966,0.981
2242,0.164,0.096,0.035333333333333335,0.9815
2243,0.776,0.914,0.04933333333333333,0.9765
2244,0.826,0.927,0.9653333333333334,0.9745
2245,0.13,0.088,0.9633333333333334,0.9775
2246,0.082,0.092,0.9486666666666667,0.9895
2247,0.104,0.924,0.962,0.9815
2248,0.094,0.09,0.035333333333333335,0.978
2249,0.086,0.932,0.9706666666666667,0.9785
2250,0.116,0.909,0.9686666666666667,0.982
2251,0.084,0.943,0.042,0.9765
2252,0.088,0.053,0.9646666666666667,0.984
2253,0.078,0.054,0.046,0.9755
2254,0.166,0.054,0.9613333333333334,0.979
2255,0.112,0.919,0.95,0.9825
2256,0.066,0.927,0.9666666666666667,0.978
2257,0.076,0.912,0.9706666666666667,0.9805
2258,0.094,0.926,0.9673333333333334,0.9835
2259,0.738,0.058,0.972,0.9775
2260,0.83,0.061,0.9593333333333334,0.985
2261,0.15,0.921,0.9666666666666667,0.9795
2262,0.764,0.047,0.9593333333333334,0.9825
2263,0.128,0.054,0.042666666666666665,0.9855
2264,0.09,0.089,0.9666666666666667,0.9825
2265,0.088,0.058,0.9566666666666667,0.0345
2266,0.068,0.919,0.9606666666666667,0.978
2267,0.742,0.922,0.9573333333333334,0.985
2268,0.08,0.94,0.04466666666666667,0.9755
2269,0.836,0.909,0.051333333333333335,0.977
2270,0.152,0.083,0.04733333333333333,0.9775
2271,0.104,0.936,0.956,0.9795
2272,0.112,0.922,0.04466666666666667,0.977
2273,0.124,0.929,0.9626666666666667,0.979
2274,0.1,0.927,0.03666666666666667,0.9795
2275,0.114,0.926,0.050666666666666665,0.9755
2276,0.092,0.92,0.9606666666666667,0.985
2277,0.118,0.927,0.9613333333333334,0.036
2278,0.082,0.067,0.054,0.0555
2279,0.75,0.081,0.056,0.9855
2280,0.064,0.05,0.9713333333333334,0.978
2281,0.076,0.933,0.9626666666666667,0.9785
2282,0.774,0.058,0.9673333333333334,0.9775
2283,0.096,0.049,0.9673333333333334,0.9805
2284,0.836,0.919,0.04133333333333333,0.9845
2285,0.134,0.927,0.968,0.9745
2286,0.122,0.065,0.9593333333333334,0.9775
2287,0.084,0.047,0.964,0.9795
2288,0.084,0.918,0.96,0.9795
2289,0.064,0.061,0.9626666666666667,0.981
2290,0.198,0.072,0.9633333333333334,0.9785
2291,0.094,0.085,0.964,0.9845
2292,0.07,0.931,0.9613333333333334,0.9745
2293,0.126,0.932,0.962,0.9825
2294,0.132,0.064,0.9593333333333334,0.9725
2295,0.094,0.938,0.04533333333333334,0.975
2296,0.168,0.926,0.962,0.979
2297,0.082,0.937,0.9706666666666667,0.981
2298,0.838,0.064,0.9586666666666667,0.982
2299,0.794,0.068,0.9586666666666667,0.0315
2300,0.142,0.917,0.04533333333333334,0.976
2301,0.772,0.939,0.9706666666666667,0.9775
2302,0.822,0.945,0.9693333333333334,0.978
2303,0.086,0.909,0.9613333333333334,0.031
2304,0.088,0.064,0.966,0.977
2305,0.108,0.108,0.058,0.9785
2306,0.732,0.932,0.9566666666666667,0.052
2307,0.094,0.895,0.03933333333333333,0.976
2308,0.104,0.95,0.9646666666666667,0.0425
2309,0.16,0.933,0.04466666666666667,0.9825
2310,0.202,0.926,0.9593333333333334,0.986
2311,0.144,0.087,0.9706666666666667,0.9765
2312,0.094,0.936,0.966,0.9785
2313,0.118,0.923,0.04533333333333334,0.9765
2314,0.11,0.932,0.9706666666666667,0.978
2315,0.148,0.934,0.968,0.981
2316,0.13,0.938,0.04733333333333333,0.9815
2317,0.198,0.936,0.03866666666666667,0.973
2318,0.084,0.916,0.9666666666666667,0.035
2319,0.772,0.068,0.9613333333333334,0.981
2320,0.096,0.938,0.96,0.9815
2321,0.134,0.934,0.04133333333333333,0.983
2322,0.078,0.938,0.968,0.9815
2323,0.204,0.935,0.03266666666666666,0.978
2324,0.764,0.944,0.958,0.975
2325,0.774,0.049,0.9613333333333334,0.9845
2326,0.798,0.056,0.9686666666666667,0.038
2327,0.096,0.94,0.058,0.9785
2328,0.112,0.053,0.966,0.9805
2329,0.166,0.916,0.048,0.972
2330,0.068,0.924,0.03666666666666667,0.977
2331,0.102,0.93,0.972,0.039
2332,0.772,0.94,0.9786666666666667,0.044
2333,0.078,0.93,0.9613333333333334,0.9815
2334,0.15,0.06,0.054,0.9875
2335,0.786,0.937,0.966,0.031
2336,0.766,0.925,0.962,0.9795
2337,0.09,0.94,0.9653333333333334,0.97
2338,0.076,0.067,0.036,0.9805
2339,0.816,0.063,0.962,0.983
2340,0.096,0.054,0.9506666666666667,0.986
2341,0.788,0.049,0.9686666666666667,0.9795
2342,0.85,0.943,0.9713333333333334,0.977
2343,0.182,0.044,0.9726666666666667,0.977
2344,0.834,0.935,0.06133333333333333,0.9785
2345,0.076,0.079,0.97,0.974
2346,0.114,0.92,0.962,0.982
2347,0.826,0.921,0.9646666666666667,0.9775
2348,0.776,0.094,0.04666666666666667,0.983
2349,0.096,0.937,0.04533333333333334,0.0535
2350,0.084,0.06,0.048666666666666664,0.98
2351,0.804,0.933,0.9646666666666667,0.0435
2352,0.088,0.918,0.9646666666666667,0.0345
2353,0.774,0.942,0.962,0.98
2354,0.758,0.937,0.04133333333333333,0.9745
2355,0.092,0.065,0.05333333333333334,0.9835
2356,0.114,0.946,0.9693333333333334,0.978
2357,0.074,0.063,0.07533333333333334,0.982
2358,0.076,0.932,0.9613333333333334,0.977
2359,0.818,0.929,0.9626666666666667,0.976
2360,0.066,0.943,0.96,0.9775
2361,0.076,0.941,0.966,0.9775
2362,0.094,0.925,0.9673333333333334,0.977
2363,0.794,0.063,0.05266666666666667,0.041
2364,0.126,0.067,0.03933333333333333,0.9795
2365,0.816,0.049,0.96,0.985
2366,0.108,0.919,0.9526666666666667,0.9765
2367,0.814,0.051,0.9573333333333334,0.9755
2368,0.138,0.061,0.964,0.982
2369,0.102,0.929,0.9613333333333334,0.9735
2370,0.106,0.081,0.9693333333333334,0.9885
2371,0.754,0.051,0.9693333333333334,0.973
2372,0.848,0.914,0.03933333333333333,0.9775
2373,0.806,0.925,0.9606666666666667,0.9835
2374,0.788,0.927,0.9653333333333334,0.9775
2375,0.07,0.939,0.04933333333333333,0.0295
2376,0.742,0.927,0.06066666666666667,0.0535
2377,0.09,0.085,0.036,0.982
2378,0.822,0.072,0.964,0.9805
2379,0.084,0.936,0.96,0.0395
2380,0.108,0.905,0.962,0.986
2381,0.824,0.935,0.964,0.9755
2382,0.748,0.054,0.9693333333333334,0.982
2383,0.72,0.056,0.9706666666666667,0.9825
2384,0.088,0.932,0.064,0.9725
2385,0.096,0.906,0.9686666666666667,0.978
2386,0.102,0.933,0.044,0.975
2387,0.088,0.911,0.9673333333333334,0.9735
2388,0.77,0.057,0.9573333333333334,0.975
2389,0.756,0.057,0.9666666666666667,0.03
2390,0.086,0.082,0.056666666666666664,0.984
2391,0.114,0.919,0.9646666666666667,0.9815
2392,0.166,0.922,0.9686666666666667,0.98
2393,0.122,0.077,0.958,0.975
2394,0.794,0.06,0.066,0.9825
2395,0.842,0.055,0.9706666666666667,0.985
2396,0.074,0.923,0.964,0.9785
2397,0.08,0.943,0.956,0.9825
2398,0.08,0.925,0.9613333333333334,0.9785
2399,0.1,0.047,0.966,0.983
2400,0.172,0.938,0.9646666666666667,0.9765
2401,0.086,0.932,0.03333333333333333,0.9785
2402,0.792,0.064,0.9653333333333334,0.977
2403,0.766,0.923,0.042666666666666665,0.064
2404,0.076,0.075,0.9553333333333334,0.976
2405,0.77,0.924,0.962,0.973
2406,0.82,0.073,0.9706666666666667,0.9765
2407,0.088,0.053,0.9666666666666667,0.986
2408,0.83,0.05,0.9626666666666667,0.9825
2409,0.796,0.933,0.968,0.9835
2410,0.814,0.086,0.058666666666666666,0.034
2411,0.124,0.947,0.036,0.9745
2412,0.188,0.051,0.962,0.9785
2413,0.098,0.054,0.034,0.98
2414,0.124,0.922,0.043333333333333335,0.0435
2415,0.126,0.934,0.9653333333333334,0.977
2416,0.094,0.087,0.97,0.98
2417,0.838,0.931,0.9706666666666667,0.0365
2418,0.808,0.054,0.04,0.0485
2419,0.094,0.894,0.958,0.983
2420,0.784,0.935,0.9626666666666667,0.9835
2421,0.13,0.936,0.96,0.977
2422,0.148,0.92,0.9666666666666667,0.981
2423,0.1,0.927,0.9626666666666667,0.976
2424,0.068,0.928,0.9693333333333334,0.036
2425,0.12,0.066,0.9633333333333334,0.971
2426,0.098,0.055,0.968,0.9825
2427,0.116,0.051,0.9673333333333334,0.9805
2428,0.088,0.066,0.97,0.975
2429,0.098,0.939,0.042,0.976
2430,0.08,0.928,0.9653333333333334,0.9855
2431,0.814,0.071,0.9686666666666667,0.9805
2432,0.178,0.921,0.04066666666666666,0.979
2433,0.12,0.065,0.966,0.984
2434,0.108,0.941,0.9673333333333334,0.98
2435,0.846,0.068,0.966,0.0295
2436,0.162,0.051,0.9533333333333334,0.041
2437,0.772,0.925,0.958,0.9815
2438,0.08,0.049,0.9633333333333334,0.9825
2439,0.824,0.917,0.962,0.974
2440,0.136,0.925,0.964,0.9815
2441,0.788,0.934,0.96,0.984
2442,0.13,0.05,0.9566666666666667,0.976
2443,0.846,0.921,0.9726666666666667,0.9795
2444,0.08,0.928,0.9653333333333334,0.979
2445,0.092,0.932,0.966,0.9775
2446,0.844,0.073,0.9546666666666667,0.9775
2447,0.092,0.082,0.966,0.982
2448,0.088,0.069,0.966,0.976
2449,0.124,0.06,0.964,0.973
2450,0.1,0.065,0.9673333333333334,0.98
2451,0.112,0.933,0.9626666666666667,0.0305
2452,0.072,0.076,0.06066666666666667,0.971
2453,0.19,0.941,0.9626666666666667,0.9845
2454,0.796,0.078,0.043333333333333335,0.9765
2455,0.088,0.101,0.04666666666666667,0.9825
2456,0.164,0.928,0.04933333333333333,0.9835
2457,0.092,0.073,0.9773333333333334,0.9815
2458,0.162,0.073,0.043333333333333335,0.038
2459,0.724,0.919,0.05,0.9795
2460,0.276,0.067,0.966,0.983
2461,0.122,0.05,0.03666666666666667,0.978
2462,0.836,0.066,0.9713333333333334,0.9795
2463,0.814,0.058,0.9713333333333334,0.9765
2464,0.806,0.934,0.968,0.98
2465,0.118,0.056,0.9673333333333334,0.977
2466,0.126,0.061,0.9613333333333334,0.978
2467,0.848,0.944,0.9646666666666667,0.982
2468,0.178,0.932,0.968,0.976
2469,0.746,0.058,0.966,0.977
2470,0.072,0.935,0.9686666666666667,0.9815
2471,0.078,0.054,0.9646666666666667,0.9855
2472,0.82,0.925,0.9786666666666667,0.981
2473,0.142,0.067,0.968,0.983
2474,0.84,0.065,0.037333333333333336,0.979
2475,0.092,0.928,0.048,0.9795
2476,0.104,0.933,0.9626666666666667,0.9735
2477,0.094,0.924,0.956,0.9805
2478,0.786,0.065,0.9613333333333334,0.973
2479,0.85,0.921,0.966,0.9755
2480,0.178,0.937,0.9726666666666667,0.9795
2481,0.204,0.934,0.9726666666666667,0.984
2482,0.082,0.945,0.9626666666666667,0.979
2483,0.1,0.071,0.9606666666666667,0.981
2484,0.128,0.908,0.9613333333333334,0.9795
2485,0.8,0.059,0.054,0.981
2486,0.802,0.935,0.052,0.9835
2487,0.09,0.925,0.9613333333333334,0.978
2488,0.152,0.938,0.9626666666666667,0.978
2489,0.126,0.917,0.9733333333333334,0.9815
2490,0.816,0.929,0.04066666666666666,0.9755
2491,0.098,0.916,0.9666666666666667,0.987
2492,0.092,0.922,0.9593333333333334,0.98
2493,0.806,0.93,0.04533333333333334,0.978
2494,0.086,0.051,0.05733333333333333,0.9805
2495,0.808,0.057,0.9606666666666667,0.976
2496,0.796,0.934,0.96,0.9815
2497,0.106,0.057,0.9566666666666667,0.034
2498,0.08,0.937,0.9606666666666667,0.979
2499,0.076,0.951,0.9666666666666667,0.0415
2500,0.762,0.051,0.9646666666666667,0.9805
2501,0.132,0.916,0.9586666666666667,0.0415
2502,0.072,0.922,0.06866666666666667,0.033
2503,0.082,0.923,0.9753333333333334,0.975
2504,0.796,0.928,0.9553333333333334,0.9815
2505,0.816,0.078,0.9613333333333334,0.9785
2506,0.208,0.934,0.964,0.975
2507,0.79,0.918,0.97,0.9765
2508,0.134,0.048,0.9546666666666667,0.98
2509,0.08,0.054,0.04,0.9845
2510,0.764,0.916,0.9553333333333334,0.9795
2511,0.116,0.922,0.9713333333333334,0.0505
2512,0.07,0.934,0.9666666666666667,0.9775
2513,0.076,0.926,0.97,0.984
2514,0.13,0.941,0.9666666666666667,0.978
2515,0.11,0.934,0.9666666666666667,0.982
2516,0.81,0.944,0.04,0.9785
2517,0.14,0.071,0.966,0.982
2518,0.086,0.045,0.034,0.974
2519,0.738,0.947,0.97,0.9795
2520,0.84,0.953,0.9553333333333334,0.9825
2521,0.788,0.924,0.9646666666666667,0.9785
2522,0.836,0.913,0.9593333333333334,0.98
2523,0.754,0.05,0.9646666666666667,0.974
2524,0.084,0.922,0.05,0.0425
2525,0.07,0.051,0.964,0.981
2526,0.074,0.047,0.9613333333333334,0.978
2527,0.752,0.924,0.97,0.979
2528,0.114,0.926,0.9773333333333334,0.9775
2529,0.844,0.928,0.9746666666666667,0.984
2530,0.14,0.935,0.958,0.0425
2531,0.158,0.926,0.9613333333333334,0.975
2532,0.086,0.922,0.9606666666666667,0.978
2533,0.802,0.068,0.962,0.9795
2534,0.718,0.077,0.9573333333333334,0.9735
2535,0.096,0.928,0.964,0.975
2536,0.814,0.928,0.9613333333333334,0.981
2537,0.094,0.914,0.054,0.975
2538,0.808,0.936,0.9653333333333334,0.9875
2539,0.074,0.055,0.9733333333333334,0.978
2540,0.148,0.939,0.964,0.9785
2541,0.106,0.936,0.962,0.9805
2542,0.086,0.048,0.9613333333333334,0.98
2543,0.07,0.088,0.9646666666666667,0.97
2544,0.084,0.92,0.9566666666666667,0.976
2545,0.114,0.939,0.9653333333333334,0.982
2546,0.092,0.932,0.966,0.982
2547,0.08,0.911,0.9546666666666667,0.978
2548,0.088,0.056,0.03866666666666667,0.98
2549,0.83,0.073,0.968,0.98
2550,0.168,0.923,0.03933333333333333,0.975
2551,0.086,0.929,0.9606666666666667,0.9735
2552,0.212,0.933,0.968,0.04
2553,0.106,0.071,0.9686666666666667,0.976
2554,0.124,0.927,0.9666666666666667,0.9745
2555,0.096,0.078,0.9526666666666667,0.981
2556,0.072,0.057,0.956,0.9815
2557,0.09,0.064,0.9706666666666667,0.979
2558,0.098,0.923,0.9706666666666667,0.9815
2559,0.072,0.926,0.97,0.972
2560,0.736,0.944,0.038,0.974
2561,0.108,0.094,0.054,0.9815
2562,0.846,0.071,0.964,0.979
2563,0.814,0.057,0.9713333333333334,0.978
2564,0.09,0.06,0.9653333333333334,0.9775
2565,0.104,0.932,0.956,0.9835
2566,0.798,0.93,0.9666666666666667,0.981
2567,0.112,0.094,0.956,0.978
2568,0.08,0.943,0.9613333333333334,0.9845
2569,0.092,0.06,0.976,0.976
2570,0.856,0.064,0.96,0.9855
2571,0.838,0.944,0.9646666666666667,0.9775
2572,0.176,0.924,0.05466666666666667,0.9775
2573,0.072,0.068,0.9753333333333334,0.9795
2574,0.692,0.939,0.038,0.976
2575,0.106,0.933,0.9726666666666667,0.0375
2576,0.822,0.939,0.9573333333333334,0.9745
2577,0.788,0.066,0.9633333333333334,0.04
2578,0.162,0.929,0.042666666666666665,0.9815
2579,0.114,0.049,0.046,0.9775
2580,0.186,0.934,0.052,0.9825
2581,0.816,0.919,0.9746666666666667,0.979
2582,0.782,0.913,0.043333333333333335,0.977
2583,0.12,0.942,0.9693333333333334,0.9765
2584,0.084,0.085,0.04733333333333333,0.0465
2585,0.136,0.945,0.972,0.9715
2586,0.1,0.936,0.056,0.9765
2587,0.124,0.067,0.9666666666666667,0.036
2588,0.824,0.06,0.9553333333333334,0.976
2589,0.136,0.909,0.048,0.979
2590,0.774,0.914,0.9613333333333334,0.978
2591,0.082,0.924,0.03133333333333333,0.9735
2592,0.106,0.915,0.9646666666666667,0.974
2593,0.074,0.92,0.958,0.982
2594,0.76,0.915,0.9653333333333334,0.976
2595,0.068,0.051,0.042,0.978
2596,0.156,0.048,0.964,0.978
2597,0.092,0.923,0.962,0.9755
2598,0.162,0.064,0.048666666666666664,0.9805
2599,0.09,0.947,0.962,0.976
2600,0.074,0.065,0.972,0.9835
2601,0.08,0.932,0.968,0.983
2602,0.084,0.056,0.958,0.978
2603,0.122,0.949,0.9666666666666667,0.9775
2604,0.14,0.057,0.96,0.0345
2605,0.098,0.061,0.9606666666666667,0.9855
2606,0.798,0.915,0.05533333333333333,0.978
2607,0.778,0.926,0.9593333333333334,0.98
2608,0.802,0.049,0.9673333333333334,0.9815
2609,0.8,0.924,0.032,0.974
2610,0.12,0.069,0.9673333333333334,0.982
2611,0.13,0.942,0.966,0.9785
2612,0.098,0.963,0.968,0.9745
2613,0.082,0.052,0.966,0.9765
2614,0.14,0.924,0.048666666666666664,0.986
2615,0.088,0.083,0.9646666666666667,0.0315
2616,0.144,0.927,0.9593333333333334,0.982
2617,0.798,0.936,0.9553333333333334,0.037
2618,0.09,0.915,0.9666666666666667,0.9755
2619,0.082,0.938,0.974,0.985
2620,0.076,0.045,0.9626666666666667,0.979
2621,0.676,0.915,0.9686666666666667,0.9735
2622,0.782,0.072,0.9733333333333334,0.9875
2623,0.142,0.93,0.96,0.032
2624,0.098,0.929,0.98,0.9775
2625,0.092,0.932,0.9646666666666667,0.9725
2626,0.806,0.065,0.9646666666666667,0.982
2627,0.818,0.066,0.9646666666666667,0.9785
2628,0.08,0.051,0.032,0.9825
2629,0.084,0.931,0.9626666666666667,0.98
2630,0.082,0.048,0.958,0.0335
2631,0.118,0.065,0.9686666666666667,0.983
2632,0.116,0.064,0.9713333333333334,0.043
2633,0.116,0.922,0.9713333333333334,0.977
2634,0.82,0.05,0.964,0.9825
2635,0.134,0.051,0.96,0.984
2636,0.096,0.943,0.048666666666666664,0.9845
2637,0.072,0.947,0.954,0.984
2638,0.806,0.929,0.9633333333333334,0.975
2639,0.758,0.083,0.966,0.984
2640,0.154,0.924,0.9653333333333334,0.9755
2641,0.074,0.084,0.9673333333333334,0.977
2642,0.756,0.92,0.9706666666666667,0.978
2643,0.064,0.082,0.9693333333333334,0.978
2644,0.674,0.925,0.048666666666666664,0.987
2645,0.092,0.054,0.9633333333333334,0.0375
2646,0.106,0.059,0.9573333333333334,0.977
2647,0.718,0.056,0.964,0.04
2648,0.772,0.072,0.048666666666666664,0.9725
2649,0.082,0.068,0.07466666666666667,0.9815
2650,0.764,0.947,0.97,0.986
2651,0.812,0.916,0.9646666666666667,0.984
2652,0.082,0.928,0.054,0.9795
2653,0.088,0.049,0.9586666666666667,0.0365
2654,0.824,0.902,0.9626666666666667,0.9815
2655,0.086,0.062,0.9713333333333334,0.0325
