,n = 500,n = 1000,n = 1500,n = 2000
1672,0.998,0.009,0.006666666666666667,0.005
1673,0.012,0.006,0.005333333333333333,0.0045
1674,0.99,0.008,0.9993333333333333,0.004
1675,0.012,0.008,0.006,1.0
1676,0.014,0.009,1.0,0.004
1677,0.018,0.014,0.005333333333333333,0.0035
1678,0.014,0.016,0.004666666666666667,0.005
1679,0.014,0.007,0.9993333333333333,0.0035
1680,0.016,1.0,0.004666666666666667,0.004
1681,0.022,0.006,0.010666666666666666,1.0
1682,0.022,0.006,1.0,0.0055
1683,0.018,1.0,0.004666666666666667,0.0045
1684,0.014,0.006,0.004666666666666667,0.004
1685,0.016,0.007,1.0,0.0035
1686,0.018,1.0,0.004666666666666667,1.0
1687,0.016,0.01,0.006666666666666667,0.007
1688,0.012,1.0,0.004666666666666667,0.004
1689,0.014,1.0,0.008,0.004
1690,0.014,0.006,0.005333333333333333,0.9995
1691,0.026,0.007,0.005333333333333333,0.0035
1692,0.016,0.009,0.007333333333333333,0.004
1693,0.016,0.007,0.004666666666666667,0.0035
1694,0.014,1.0,1.0,0.0035
1695,0.012,0.008,0.006,1.0
1696,0.012,0.013,0.012666666666666666,0.0045
1697,0.012,0.007,0.005333333333333333,1.0
1698,0.02,0.998,0.004666666666666667,1.0
1699,0.012,0.007,0.005333333333333333,1.0
1700,0.012,0.015,0.004666666666666667,0.004
1701,0.014,0.006,0.004666666666666667,0.005
1702,0.994,0.006,0.004666666666666667,0.0045
1703,0.998,0.007,0.005333333333333333,0.005
1704,0.012,0.011,0.006,0.0085
1705,0.018,0.008,0.008,0.0045
1706,0.026,1.0,0.006666666666666667,0.0055
1707,0.026,0.006,0.006666666666666667,0.006
1708,0.012,0.006,0.006,0.005
1709,0.012,0.011,0.005333333333333333,0.005
1710,0.014,0.013,0.004666666666666667,0.0055
1711,0.998,0.013,0.006666666666666667,0.0035
1712,0.016,0.01,0.006666666666666667,0.0055
1713,0.012,0.006,1.0,0.0035
1714,0.016,0.008,0.011333333333333334,0.0045
1715,0.994,0.008,0.004666666666666667,0.004
1716,0.012,0.007,1.0,0.004
1717,0.018,0.006,0.006,0.01
1718,0.012,0.999,0.004666666666666667,0.0035
1719,0.994,0.006,0.007333333333333333,1.0
1720,0.016,1.0,0.004666666666666667,0.0055
1721,0.016,0.007,0.012,0.0045
1722,0.986,0.006,0.011333333333333334,1.0
1723,0.02,0.006,0.004666666666666667,0.0045
1724,0.026,0.999,0.004666666666666667,0.9995
1725,0.998,0.007,0.011333333333333334,0.004
1726,0.012,0.006,0.004666666666666667,0.9995
1727,0.014,0.007,0.005333333333333333,0.0035
1728,0.022,0.006,0.005333333333333333,0.0045
1729,0.018,0.007,1.0,1.0
1730,0.02,0.01,0.008666666666666666,1.0
1731,0.018,0.006,1.0,0.0045
1732,0.994,0.006,0.007333333333333333,0.004
1733,0.014,0.007,0.005333333333333333,1.0
1734,0.04,0.011,1.0,0.004
1735,0.012,0.006,0.004666666666666667,1.0
1736,0.012,0.006,0.008,0.0035
1737,0.014,0.01,1.0,0.0035
1738,0.014,0.008,0.008666666666666666,0.0055
1739,0.026,0.008,0.005333333333333333,0.004
1740,0.994,0.012,0.006,0.0045
1741,0.014,1.0,0.004666666666666667,0.005
1742,0.014,0.006,0.006666666666666667,0.004
1743,0.018,0.006,1.0,0.0035
1744,0.014,0.006,0.005333333333333333,0.0085
1745,0.016,0.016,0.008666666666666666,0.0055
1746,0.014,0.009,0.008666666666666666,0.0035
1747,0.012,0.006,1.0,0.004
1748,0.018,0.007,0.006,0.0035
1749,0.02,0.012,0.006,1.0
1750,0.016,0.007,0.004666666666666667,0.0035
1751,0.02,0.007,0.9993333333333333,0.004
1752,0.016,0.006,1.0,0.0065
1753,0.032,0.009,0.007333333333333333,1.0
1754,1.0,1.0,1.0,1.0
1755,0.99,0.008,0.012666666666666666,0.0075
1756,0.012,0.009,0.010666666666666666,0.0035
1757,0.016,0.008,0.9993333333333333,0.0035
1758,0.998,0.011,0.005333333333333333,0.0055
1759,0.018,0.007,0.01,0.006
1760,0.016,0.01,0.007333333333333333,0.0065
1761,0.012,1.0,0.004666666666666667,0.005
1762,0.012,0.01,0.008,0.004
1763,0.02,1.0,0.004666666666666667,0.004
1764,0.012,1.0,1.0,0.004
1765,0.018,0.008,0.9993333333333333,0.005
1766,0.012,0.01,0.01,0.0085
1767,0.012,0.999,0.004666666666666667,0.0045
1768,0.022,0.008,1.0,0.007
1769,0.014,0.007,0.004666666666666667,0.007
1770,0.016,0.007,0.006666666666666667,1.0
1771,0.012,0.014,0.004666666666666667,0.004
1772,0.012,0.008,1.0,0.0035
1773,0.012,0.008,0.009333333333333334,0.0045
1774,0.994,0.007,0.005333333333333333,0.0045
1775,0.012,0.012,0.004666666666666667,0.004
1776,0.012,0.011,0.005333333333333333,0.0045
1777,0.014,0.999,0.004666666666666667,0.007
1778,0.016,0.007,0.006,1.0
1779,0.024,0.008,1.0,0.004
1780,0.018,0.008,0.008,0.0035
1781,0.014,1.0,0.004666666666666667,0.004
1782,0.994,0.006,0.009333333333333334,0.0035
1783,0.014,0.007,0.004666666666666667,0.004
1784,0.014,0.013,0.01,0.0055
1785,0.016,0.013,0.004666666666666667,0.004
1786,0.014,0.008,0.004666666666666667,0.005
1787,0.016,0.011,0.006666666666666667,0.004
1788,0.012,0.006,0.012,1.0
1789,0.014,0.007,0.006,0.004
1790,0.012,0.006,0.010666666666666666,0.006
1791,0.024,0.007,0.006666666666666667,1.0
1792,0.012,0.011,0.006,0.0035
1793,0.016,0.999,0.005333333333333333,0.0075
1794,0.99,0.006,0.005333333333333333,0.0045
1795,0.014,0.013,0.006,0.0035
1796,0.024,0.016,0.006666666666666667,0.005
1797,0.016,0.007,0.006666666666666667,0.0045
1798,0.012,0.009,0.004666666666666667,0.004
1799,0.014,0.006,0.005333333333333333,0.011
1800,0.014,0.014,0.005333333333333333,0.0035
1801,0.016,0.007,0.005333333333333333,0.004
1802,0.012,0.011,0.004666666666666667,0.0035
1803,0.022,0.009,0.004666666666666667,0.0035
1804,0.012,1.0,1.0,0.004
1805,0.014,0.006,0.005333333333333333,0.006
1806,0.032,0.006,0.9993333333333333,0.0055
1807,0.994,0.008,0.006,0.0045
1808,0.022,0.998,1.0,0.005
1809,0.024,0.006,1.0,0.0065
1810,0.018,0.013,0.006,0.004
1811,0.018,0.007,0.006,0.0055
1812,0.014,0.006,0.006,0.0045
1813,0.992,0.999,0.008,1.0
1814,0.022,0.012,0.008666666666666666,0.0035
1815,0.014,0.006,0.004666666666666667,1.0
1816,0.012,0.009,0.008666666666666666,0.0065
1817,0.016,0.007,0.006,1.0
1818,0.014,0.006,0.9993333333333333,0.0035
1819,0.012,0.008,0.01,0.0065
1820,0.014,0.006,0.005333333333333333,0.006
1821,0.012,0.009,0.006666666666666667,0.004
1822,0.02,0.009,0.006,0.0045
1823,0.986,0.006,1.0,0.0075
1824,0.012,0.007,0.9993333333333333,0.0055
1825,0.02,0.009,0.009333333333333334,0.005
1826,0.016,0.008,0.004666666666666667,0.004
1827,0.012,0.006,0.005333333333333333,0.0035
1828,0.994,0.006,1.0,0.0055
1829,0.018,0.01,1.0,0.008
1830,0.012,0.007,0.007333333333333333,1.0
1831,0.014,0.006,0.008,0.01
1832,0.012,1.0,0.004666666666666667,0.005
1833,0.028,0.013,0.006,0.0055
1834,0.012,0.009,0.005333333333333333,0.005
1835,0.996,0.014,0.007333333333333333,0.0035
1836,0.022,0.006,0.005333333333333333,0.0035
1837,0.018,0.008,0.006666666666666667,1.0
1838,0.012,0.008,0.006666666666666667,0.0035
1839,0.032,0.006,0.007333333333333333,0.006
1840,0.026,0.009,0.010666666666666666,0.004
1841,0.018,0.006,0.006,0.0035
1842,0.016,1.0,1.0,0.0055
1843,0.016,0.006,0.009333333333333334,0.004
1844,0.996,0.007,1.0,0.004
1845,0.016,0.007,0.006666666666666667,0.0045
1846,0.012,0.008,0.007333333333333333,0.9995
1847,0.994,0.009,0.006666666666666667,1.0
1848,0.014,0.006,0.004666666666666667,0.007
1849,0.012,0.006,0.006666666666666667,0.004
1850,0.018,0.007,0.005333333333333333,0.0055
1851,0.012,0.009,0.005333333333333333,0.0075
1852,0.992,0.01,0.01,1.0
1853,0.02,0.006,0.006,0.0045
1854,0.012,0.006,0.006666666666666667,1.0
1855,0.014,1.0,0.004666666666666667,0.0115
1856,0.022,1.0,0.004666666666666667,0.0035
1857,0.016,0.006,1.0,0.0045
1858,0.014,0.999,0.006666666666666667,0.0035
1859,0.018,0.007,0.006,1.0
1860,0.012,0.013,0.005333333333333333,0.004
1861,0.996,0.006,0.012,1.0
1862,0.044,0.007,0.006666666666666667,1.0
1863,0.028,0.008,0.008,0.0035
1864,0.014,0.007,0.9993333333333333,0.0045
1865,0.988,0.006,0.004666666666666667,0.0045
1866,0.02,0.009,0.005333333333333333,0.0045
1867,0.02,0.006,0.004666666666666667,0.004
1868,0.016,0.008,0.008,0.005
1869,0.016,0.007,1.0,1.0
1870,0.02,0.006,0.004666666666666667,0.004
1871,0.028,0.011,0.004666666666666667,0.0035
1872,0.044,0.008,0.006,0.0035
1873,0.014,0.006,0.004666666666666667,0.0075
1874,0.012,0.006,0.005333333333333333,1.0
1875,0.018,0.007,1.0,1.0
1876,0.012,0.009,0.9993333333333333,0.009
1877,0.016,0.012,0.011333333333333334,0.005
1878,0.018,0.006,0.005333333333333333,1.0
1879,0.02,0.006,0.004666666666666667,0.004
1880,0.014,0.999,0.006666666666666667,0.005
1881,0.992,0.017,0.9993333333333333,0.0045
1882,0.996,0.007,1.0,1.0
1883,0.012,0.009,1.0,0.0075
1884,0.018,1.0,0.004666666666666667,0.005
1885,0.014,0.007,0.005333333333333333,0.004
1886,0.012,0.998,0.008666666666666666,0.0035
1887,0.014,0.008,0.004666666666666667,0.004
1888,0.994,0.007,0.004666666666666667,0.0045
1889,0.012,0.009,0.008666666666666666,0.004
1890,0.016,0.01,0.004666666666666667,1.0
1891,0.994,0.008,1.0,0.0095
1892,0.014,1.0,0.004666666666666667,0.0035
1893,0.012,0.008,0.005333333333333333,1.0
1894,0.032,0.006,0.006,0.006
1895,0.016,0.01,0.007333333333333333,0.004
1896,0.018,0.007,1.0,0.0055
1897,0.018,1.0,0.004666666666666667,0.007
1898,0.024,0.009,1.0,0.005
1899,0.016,0.007,0.9993333333333333,0.0045
1900,0.022,1.0,0.004666666666666667,0.0045
1901,0.014,0.998,0.008,0.004
1902,0.992,0.007,0.012666666666666666,0.005
1903,0.014,0.006,1.0,0.0065
1904,0.012,0.007,0.007333333333333333,1.0
1905,0.988,0.006,0.006,0.0085
1906,0.994,0.007,0.006,0.0035
1907,0.996,0.007,0.006,0.004
1908,0.016,0.007,0.008,1.0
1909,0.014,0.998,0.005333333333333333,0.007
1910,0.014,0.006,0.005333333333333333,0.0045
1911,0.018,0.008,0.006666666666666667,0.006
1912,0.012,0.008,0.006666666666666667,1.0
1913,0.994,0.007,0.007333333333333333,0.0035
1914,0.02,0.007,1.0,0.0035
1915,0.012,0.007,0.007333333333333333,0.004
1916,0.018,0.014,0.004666666666666667,0.0045
1917,0.012,0.007,0.006666666666666667,0.0045
1918,0.014,1.0,0.9993333333333333,0.0045
1919,0.042,0.008,0.009333333333333334,0.005
1920,0.016,0.007,0.008,0.006
1921,0.02,0.007,0.004666666666666667,0.0045
1922,0.99,0.008,0.008,1.0
1923,0.016,0.012,0.004666666666666667,0.004
1924,0.022,0.006,1.0,0.0035
1925,0.014,0.006,0.007333333333333333,0.0065
1926,0.014,0.008,0.005333333333333333,0.005
1927,0.012,1.0,0.006666666666666667,0.0045
1928,0.99,0.01,0.01,0.0045
1929,0.012,0.007,0.005333333333333333,0.004
1930,0.012,0.007,0.006,0.0035
1931,0.018,0.008,0.007333333333333333,0.004
1932,0.018,0.008,0.004666666666666667,0.004
1933,0.024,0.006,0.004666666666666667,0.006
1934,0.012,0.007,0.006666666666666667,0.0035
1935,0.988,0.007,0.006,0.0035
1936,0.012,0.998,0.006,0.0045
1937,0.012,0.008,0.006666666666666667,0.004
1938,0.994,0.01,0.004666666666666667,1.0
1939,0.012,0.01,0.004666666666666667,0.0035
1940,0.994,0.011,0.004666666666666667,0.004
1941,0.016,0.008,0.008,0.01
1942,0.012,1.0,0.008666666666666666,0.0095
1943,0.012,0.009,0.008666666666666666,0.008
1944,0.998,1.0,0.004666666666666667,0.0035
1945,0.012,0.009,0.005333333333333333,0.0045
1946,0.014,0.006,0.005333333333333333,0.0035
1947,0.996,0.006,0.006,0.0035
1948,0.016,1.0,0.9993333333333333,0.0045
1949,0.024,0.01,0.006,0.005
1950,0.016,0.01,0.010666666666666666,0.004
1951,0.014,1.0,0.010666666666666666,0.006
1952,0.994,0.007,0.008,0.0045
1953,0.022,0.999,0.005333333333333333,0.0045
1954,0.02,0.009,0.006,0.0055
1955,0.012,0.006,0.007333333333333333,1.0
1956,0.012,0.007,1.0,0.0035
1957,0.994,0.01,0.005333333333333333,0.0035
1958,0.012,0.999,0.006666666666666667,0.008
1959,0.018,0.006,0.006666666666666667,1.0
1960,0.014,1.0,0.006,0.0035
1961,0.016,0.007,0.010666666666666666,1.0
1962,0.014,0.006,0.012,1.0
1963,0.016,0.011,0.9993333333333333,0.004
1964,0.014,0.008,0.004666666666666667,1.0
1965,0.994,1.0,1.0,0.0055
1966,0.032,0.013,1.0,0.0035
1967,0.02,0.012,0.004666666666666667,0.0045
1968,0.02,0.008,0.004666666666666667,1.0
1969,0.014,0.007,0.004666666666666667,0.0055
1970,0.022,0.006,0.9993333333333333,0.009
1971,0.016,0.008,1.0,0.0035
1972,0.018,0.008,0.006,0.004
1973,0.996,1.0,0.004666666666666667,1.0
1974,0.012,0.999,0.004666666666666667,0.006
1975,0.994,0.013,0.008666666666666666,0.009
1976,0.022,0.006,0.007333333333333333,0.004
1977,0.014,1.0,1.0,0.004
1978,0.024,0.007,0.006666666666666667,0.0035
1979,0.012,1.0,1.0,1.0
1980,0.012,0.009,0.008666666666666666,0.004
1981,0.018,0.006,0.005333333333333333,0.0055
1982,0.996,0.015,1.0,0.004
1983,0.012,0.008,0.005333333333333333,0.0035
1984,0.014,0.006,0.005333333333333333,0.0035
1985,0.014,0.006,0.012,0.0035
1986,0.012,0.017,0.011333333333333334,0.0045
1987,0.012,0.008,0.005333333333333333,1.0
1988,0.014,0.007,0.005333333333333333,0.0075
1989,0.016,0.007,0.008666666666666666,0.0065
1990,0.018,0.007,0.006666666666666667,1.0
1991,0.014,0.008,0.9993333333333333,0.0035
1992,0.012,0.006,0.007333333333333333,0.0045
1993,0.012,0.006,1.0,0.0045
1994,0.026,0.006,1.0,1.0
1995,0.014,0.998,1.0,0.0035
1996,0.012,0.006,0.004666666666666667,0.004
1997,0.012,1.0,0.005333333333333333,0.004
1998,0.018,0.009,0.006666666666666667,0.0045
1999,0.016,0.007,1.0,0.007
2000,0.014,0.006,1.0,0.005
2001,0.012,0.006,0.004666666666666667,0.01
2002,0.018,0.007,0.013333333333333334,0.004
2003,0.014,0.006,0.006,0.005
2004,0.022,0.01,0.006,1.0
2005,0.012,0.006,1.0,0.005
2006,0.018,1.0,0.9993333333333333,0.005
2007,0.994,0.013,0.005333333333333333,0.9995
2008,0.012,0.012,0.007333333333333333,0.0035
2009,0.012,0.008,1.0,1.0
2010,0.014,0.006,0.006666666666666667,0.0055
2011,0.02,0.007,0.005333333333333333,0.005
2012,0.016,0.009,0.012666666666666666,0.0065
2013,0.014,0.01,0.004666666666666667,1.0
2014,0.012,0.006,1.0,0.008
2015,0.02,0.007,0.004666666666666667,0.004
2016,0.012,0.011,0.004666666666666667,0.005
2017,0.014,0.008,1.0,0.004
2018,0.02,0.007,0.007333333333333333,0.0035
2019,0.016,0.006,0.008,1.0
2020,0.024,0.007,0.004666666666666667,0.0035
2021,0.02,0.007,1.0,1.0
2022,0.012,0.008,1.0,0.007
2023,0.014,0.006,0.01,1.0
2024,0.024,0.008,0.006666666666666667,0.0035
2025,0.012,0.999,0.014666666666666666,0.004
2026,0.012,0.009,1.0,0.007
2027,0.016,0.006,0.012666666666666666,0.0035
2028,0.996,0.007,0.004666666666666667,0.0035
2029,0.016,0.008,1.0,0.0045
2030,0.02,0.007,1.0,0.0035
2031,0.012,0.007,0.004666666666666667,0.006
2032,0.018,0.007,1.0,0.0035
2033,0.016,0.009,0.006666666666666667,0.0065
2034,0.022,0.007,0.006,0.004
2035,0.014,0.01,0.005333333333333333,1.0
2036,0.018,1.0,0.005333333333333333,0.0055
2037,0.012,0.013,0.005333333333333333,0.005
2038,0.012,0.013,0.005333333333333333,0.004
2039,0.018,0.007,0.012,0.0035
2040,0.014,0.006,0.006,0.0045
2041,0.012,0.008,1.0,0.005
2042,0.018,0.017,0.006,1.0
2043,0.986,0.007,0.005333333333333333,0.0035
2044,0.012,0.006,0.9993333333333333,0.004
2045,0.012,0.008,1.0,1.0
2046,0.012,0.997,0.006,0.0035
2047,0.016,0.009,0.008,0.0035
2048,0.014,0.007,0.010666666666666666,0.005
2049,0.014,0.007,0.004666666666666667,0.004
2050,0.016,0.007,1.0,0.005
2051,0.02,0.006,1.0,1.0
2052,0.018,1.0,1.0,1.0
2053,0.012,0.009,0.006,0.0035
2054,0.016,0.011,0.004666666666666667,0.0035
2055,0.024,0.006,0.005333333333333333,0.0055
2056,0.02,0.006,1.0,0.0035
2057,0.988,0.999,0.005333333333333333,0.0045
2058,0.016,0.009,1.0,1.0
2059,0.028,0.006,0.9993333333333333,0.0045
2060,0.014,0.008,0.008666666666666666,1.0
2061,0.014,0.008,0.005333333333333333,1.0
2062,0.014,0.01,0.005333333333333333,0.0055
2063,0.984,0.008,0.006,0.0045
2064,0.014,0.007,0.005333333333333333,0.9995
2065,0.024,0.012,0.005333333333333333,0.005
2066,0.012,0.007,1.0,0.0035
2067,0.028,0.008,0.007333333333333333,0.007
2068,0.012,0.006,0.004666666666666667,0.005
2069,0.016,0.006,0.006,0.004
2070,0.012,0.006,1.0,0.0035
2071,0.012,0.007,0.005333333333333333,0.0045
2072,0.026,0.006,0.006666666666666667,0.008
2073,0.018,0.999,0.004666666666666667,1.0
2074,0.018,0.006,0.006666666666666667,0.0045
2075,0.016,1.0,0.005333333333333333,0.0055
2076,0.014,0.006,0.006,0.005
2077,0.014,0.006,0.9993333333333333,0.0115
2078,0.02,0.007,0.009333333333333334,0.0065
2079,0.998,0.006,0.005333333333333333,0.004
2080,0.02,0.014,0.006,0.004
2081,0.012,0.008,0.9993333333333333,0.005
2082,0.996,0.009,0.005333333333333333,0.0045
2083,0.02,0.009,0.013333333333333334,1.0
2084,0.016,0.008,0.006,1.0
2085,0.014,0.008,0.008,0.0055
2086,0.02,0.013,1.0,1.0
2087,0.014,1.0,1.0,0.004
2088,0.014,0.006,1.0,0.0035
2089,0.024,0.009,0.005333333333333333,0.005
2090,0.018,0.999,0.008,0.0045
2091,0.014,1.0,0.007333333333333333,0.0045
2092,0.014,1.0,0.009333333333333334,1.0
2093,0.016,0.008,1.0,0.0035
2094,0.022,0.011,0.014,0.0045
2095,0.04,0.008,0.004666666666666667,0.0035
2096,0.016,1.0,0.006,0.005
2097,0.02,0.006,0.004666666666666667,0.006
2098,0.012,0.013,0.004666666666666667,0.005
2099,0.994,1.0,0.004666666666666667,0.0035
2100,0.014,0.007,0.004666666666666667,0.0045
2101,0.988,0.006,0.005333333333333333,0.005
2102,0.994,0.011,0.01,0.0045
2103,0.014,0.008,0.008,1.0
2104,0.996,0.011,0.004666666666666667,0.0035
2105,0.012,0.008,1.0,1.0
2106,0.032,0.011,0.004666666666666667,0.0045
2107,0.016,0.007,1.0,0.0045
2108,0.02,0.006,1.0,0.0035
2109,0.012,0.006,0.008,0.0035
2110,0.028,0.015,0.006,0.004
2111,0.022,0.007,0.004666666666666667,0.004
2112,0.014,0.999,0.013333333333333334,0.004
2113,0.016,0.007,1.0,0.0045
2114,0.024,1.0,0.008666666666666666,0.0055
2115,0.992,1.0,0.004666666666666667,0.0065
2116,0.994,0.007,0.004666666666666667,0.004
2117,0.026,0.007,0.004666666666666667,0.005
2118,0.014,0.01,1.0,0.0035
2119,0.012,0.006,0.004666666666666667,0.01
2120,0.018,0.008,0.01,0.007
2121,0.02,0.012,0.006,0.0035
2122,0.014,0.006,1.0,0.004
2123,0.028,0.011,0.004666666666666667,0.004
2124,0.016,0.998,0.006666666666666667,1.0
2125,0.012,0.006,0.005333333333333333,0.0085
2126,0.012,1.0,1.0,1.0
2127,0.012,0.007,0.004666666666666667,0.005
2128,0.024,0.999,0.004666666666666667,0.0035
2129,0.012,0.007,0.008,0.0045
2130,0.996,0.01,0.006666666666666667,1.0
2131,0.988,1.0,0.005333333333333333,0.005
2132,0.014,0.006,0.007333333333333333,0.0055
2133,0.012,0.013,1.0,1.0
2134,0.022,0.006,0.006,0.006
2135,0.014,0.007,0.010666666666666666,0.01
2136,0.012,1.0,0.006666666666666667,0.007
2137,0.998,0.013,0.005333333333333333,0.004
2138,0.012,0.008,0.006666666666666667,0.004
2139,0.016,0.008,0.008666666666666666,0.0045
2140,0.994,0.009,0.005333333333333333,0.0035
2141,0.012,0.006,0.007333333333333333,1.0
2142,0.014,1.0,0.9993333333333333,0.0125
2143,0.016,0.006,0.004666666666666667,0.0055
2144,0.012,0.998,0.005333333333333333,1.0
2145,0.042,0.008,1.0,0.0045
2146,0.016,0.006,0.006,0.01
2147,0.014,0.01,0.004666666666666667,0.0035
2148,0.022,0.006,0.004666666666666667,0.0035
2149,0.014,0.999,1.0,0.0035
2150,0.992,1.0,0.006666666666666667,0.006
2151,0.014,0.006,0.004666666666666667,0.004
2152,0.014,0.006,0.006,1.0
2153,0.994,0.008,0.007333333333333333,0.004
2154,0.022,0.007,0.004666666666666667,1.0
2155,0.998,0.006,0.004666666666666667,0.0055
2156,0.016,0.999,0.005333333333333333,0.007
2157,0.024,0.006,0.008,0.0035
2158,0.026,0.007,0.005333333333333333,0.0055
2159,0.014,0.007,0.004666666666666667,1.0
2160,0.018,0.01,0.006,0.004
2161,0.012,0.006,0.005333333333333333,0.0035
2162,0.012,0.007,0.005333333333333333,0.005
2163,0.018,0.008,1.0,0.008
2164,0.014,0.008,1.0,0.0065
2165,0.016,0.006,1.0,1.0
2166,0.012,0.008,1.0,0.0035
2167,0.02,0.009,0.010666666666666666,0.0065
2168,0.012,0.009,0.010666666666666666,0.005
2169,0.034,0.006,1.0,0.0065
2170,0.016,0.006,0.006,0.004
2171,0.032,0.009,0.005333333333333333,1.0
2172,0.022,1.0,0.008666666666666666,0.0085
2173,0.016,0.006,1.0,1.0
2174,0.018,0.006,0.008666666666666666,0.0035
2175,0.018,0.007,1.0,0.0055
2176,0.988,0.014,0.01,0.004
2177,0.014,1.0,1.0,0.005
2178,0.014,0.01,0.009333333333333334,1.0
2179,0.012,0.007,0.007333333333333333,0.0035
2180,0.994,0.007,0.004666666666666667,1.0
2181,0.014,0.007,0.005333333333333333,1.0
2182,0.996,0.006,0.008,1.0
2183,0.014,0.007,0.006,1.0
2184,0.012,0.009,0.007333333333333333,0.0035
2185,0.016,0.013,0.005333333333333333,0.0045
2186,0.996,0.006,0.006,0.004
2187,0.998,0.011,0.007333333333333333,0.005
2188,0.994,0.008,1.0,0.0045
2189,0.984,0.007,1.0,0.0065
2190,0.998,0.019,0.004666666666666667,0.004
2191,0.014,0.007,0.006666666666666667,0.0035
2192,0.012,0.007,0.9993333333333333,1.0
2193,1.0,0.01,0.006666666666666667,0.007
2194,0.016,0.013,0.9993333333333333,0.0045
2195,0.014,0.007,0.007333333333333333,0.004
2196,0.012,1.0,0.008666666666666666,0.0045
2197,0.014,0.008,0.010666666666666666,0.0035
2198,0.012,0.007,0.006666666666666667,0.0065
2199,0.02,0.006,0.004666666666666667,0.0045
2200,0.018,0.007,0.004666666666666667,0.0035
2201,0.022,0.007,0.006666666666666667,0.005
2202,0.012,1.0,0.005333333333333333,0.0045
2203,0.99,0.01,0.011333333333333334,0.0075
2204,0.986,0.006,0.004666666666666667,0.004
2205,0.016,0.008,0.005333333333333333,0.0045
2206,0.02,0.007,0.004666666666666667,0.007
2207,0.012,0.016,0.007333333333333333,1.0
2208,0.02,0.999,0.010666666666666666,1.0
2209,0.016,0.007,1.0,0.004
2210,0.012,0.007,0.007333333333333333,0.004
2211,0.02,0.006,0.008666666666666666,0.0045
2212,0.026,0.006,0.004666666666666667,0.007
2213,0.99,0.006,1.0,0.005
2214,0.024,0.006,0.004666666666666667,1.0
2215,0.02,0.011,0.006,0.0035
2216,0.014,0.008,0.004666666666666667,0.0045
2217,0.024,0.01,0.005333333333333333,0.004
2218,0.042,0.008,0.004666666666666667,0.004
2219,0.02,0.007,0.007333333333333333,0.0055
2220,0.016,0.011,0.004666666666666667,0.005
2221,0.02,0.999,0.006,1.0
2222,0.012,0.006,0.004666666666666667,1.0
2223,0.012,0.013,0.004666666666666667,1.0
2224,0.014,0.008,0.006,0.004
2225,0.016,0.007,0.006666666666666667,0.0035
2226,0.016,0.006,0.004666666666666667,0.0065
2227,0.012,0.009,0.9993333333333333,0.0035
2228,0.014,1.0,0.005333333333333333,0.0035
2229,1.0,0.01,0.016,0.004
2230,0.012,0.007,0.006666666666666667,1.0
2231,0.992,0.006,0.008666666666666666,0.004
2232,0.012,0.006,0.010666666666666666,0.0035
2233,0.016,0.006,0.006666666666666667,0.0045
2234,0.014,0.011,0.006666666666666667,1.0
2235,0.994,0.006,0.006666666666666667,0.004
2236,0.014,1.0,0.006666666666666667,0.004
2237,0.02,0.012,0.004666666666666667,0.0045
2238,0.016,0.009,0.006,1.0
2239,0.012,0.007,0.007333333333333333,0.004
2240,0.026,0.007,0.007333333333333333,0.006
2241,0.012,0.02,0.005333333333333333,1.0
2242,0.996,0.999,0.006,0.007
2243,0.014,0.008,1.0,0.0055
2244,0.996,1.0,0.006,0.006
2245,0.012,0.009,0.9993333333333333,0.005
2246,0.02,0.01,0.008,1.0
2247,0.012,0.008,0.006,0.0065
2248,0.012,0.006,0.004666666666666667,0.004
2249,0.016,0.006,0.006666666666666667,0.005
2250,0.02,0.007,0.004666666666666667,0.0045
2251,0.014,0.02,1.0,0.0035
2252,0.992,0.007,1.0,0.006
2253,0.028,0.006,0.004666666666666667,0.0035
2254,0.984,0.008,0.006666666666666667,0.007
2255,0.014,0.008,0.014666666666666666,0.0065
2256,0.996,0.006,0.004666666666666667,0.0045
2257,0.022,0.01,0.014666666666666666,0.0075
2258,0.994,0.014,1.0,1.0
2259,0.012,1.0,0.004666666666666667,1.0
2260,0.012,0.009,0.005333333333333333,0.004
2261,1.0,1.0,0.006666666666666667,1.0
2262,0.038,0.006,0.9993333333333333,0.0045
2263,0.024,0.007,0.004666666666666667,1.0
2264,0.03,0.006,0.004666666666666667,0.005
2265,0.014,0.006,0.008,0.0035
2266,0.988,0.006,0.006,0.0055
2267,0.012,0.008,0.008,0.004
2268,0.016,0.01,0.004666666666666667,1.0
2269,0.012,0.008,0.007333333333333333,1.0
2270,0.992,0.006,0.006,0.004
2271,0.014,0.007,0.009333333333333334,0.004
2272,0.014,0.006,0.005333333333333333,0.005
2273,0.016,0.009,0.006,1.0
2274,0.02,0.006,0.008666666666666666,0.0065
2275,0.012,0.006,0.007333333333333333,0.004
2276,0.012,0.011,0.004666666666666667,0.0065
2277,0.022,0.006,0.01,0.005
2278,0.022,0.009,0.006666666666666667,0.007
2279,0.016,0.999,0.9993333333333333,0.0055
2280,0.994,0.008,0.009333333333333334,0.006
2281,0.044,0.01,0.006,0.0035
2282,0.03,0.013,0.007333333333333333,1.0
2283,0.012,0.008,1.0,0.0045
2284,0.014,0.01,0.005333333333333333,0.004
2285,0.012,0.008,0.006666666666666667,0.004
2286,0.012,0.006,0.007333333333333333,0.0035
