,n = 500,n = 1000,n = 1500,n = 2000
2031,0.048,0.036,0.03133333333333333,0.029
2032,0.054,0.049,0.029333333333333333,0.026
2033,0.048,0.036,0.028666666666666667,0.0305
2034,0.054,0.037,0.030666666666666665,0.029
2035,0.056,0.039,0.028666666666666667,0.0265
2036,0.064,0.04,0.03,0.0275
2037,0.056,0.038,0.029333333333333333,0.0295
2038,0.046,0.037,0.03266666666666666,0.0305
2039,0.064,0.035,0.030666666666666665,0.031
2040,0.044,0.036,0.04133333333333333,0.026
2041,0.066,0.035,0.030666666666666665,0.0255
2042,0.05,0.041,0.03,0.0285
2043,0.044,0.034,0.03333333333333333,0.0285
2044,0.05,0.048,0.028,0.0265
2045,0.052,0.037,0.03266666666666666,0.0275
2046,0.048,0.039,0.036,0.0275
2047,0.056,0.041,0.028,0.0265
2048,0.06,0.044,0.03266666666666666,0.035
2049,0.052,0.037,0.03333333333333333,0.0295
2050,0.044,0.044,0.029333333333333333,0.025
2051,0.07,0.035,0.032,0.029
2052,0.052,0.05,0.03266666666666666,0.028
2053,0.052,0.047,0.06,0.0305
2054,0.066,0.034,0.03333333333333333,0.0285
2055,0.062,0.065,0.048666666666666664,0.023
2056,0.044,0.036,0.028,0.0275
2057,0.048,0.036,0.056,0.0285
2058,0.05,0.035,0.03266666666666666,0.026
2059,0.044,0.058,0.029333333333333333,0.0295
2060,0.046,0.04,0.032,0.024
2061,0.056,0.039,0.034666666666666665,0.0255
2062,0.046,0.039,0.03266666666666666,0.028
2063,0.068,0.037,0.04066666666666666,0.0265
2064,0.056,0.039,0.032,0.0245
2065,0.056,0.038,0.03333333333333333,0.0325
2066,0.058,0.039,0.03,0.028
2067,0.054,0.035,0.030666666666666665,0.0265
2068,0.08,0.039,0.027333333333333334,0.0295
2069,0.06,0.032,0.062,0.0525
2070,0.05,0.043,0.03333333333333333,0.028
2071,0.05,0.037,0.034,0.03
2072,0.048,0.037,0.03133333333333333,0.03
2073,0.052,0.038,0.035333333333333335,0.025
2074,0.056,0.036,0.03266666666666666,0.03
2075,0.044,0.04,0.044,0.026
2076,0.07,0.042,0.026,0.0295
2077,0.046,0.033,0.035333333333333335,0.027
2078,0.064,0.034,0.03933333333333333,0.029
2079,0.052,0.041,0.04133333333333333,0.0295
2080,0.062,0.035,0.03133333333333333,0.0345
2081,0.054,0.038,0.03,0.0275
2082,0.076,0.035,0.035333333333333335,0.032
2083,0.068,0.036,0.02666666666666667,0.0275
2084,0.08,0.039,0.030666666666666665,0.0345
2085,0.06,0.039,0.034,0.024
2086,0.064,0.036,0.03333333333333333,0.0245
2087,0.044,0.041,0.034666666666666665,0.0305
2088,0.05,0.036,0.03333333333333333,0.0235
2089,0.05,0.043,0.032,0.029
2090,0.054,0.036,0.029333333333333333,0.0275
2091,0.066,0.035,0.03666666666666667,0.0265
2092,0.05,0.041,0.03266666666666666,0.032
2093,0.058,0.041,0.03133333333333333,0.025
2094,0.062,0.034,0.03133333333333333,0.029
2095,0.054,0.036,0.03,0.028
2096,0.048,0.037,0.03266666666666666,0.0265
2097,0.056,0.036,0.03333333333333333,0.0245
2098,0.052,0.036,0.03933333333333333,0.0285
2099,0.06,0.032,0.034,0.0265
2100,0.09,0.032,0.029333333333333333,0.025
2101,0.06,0.041,0.042,0.032
2102,0.052,0.041,0.03133333333333333,0.0265
2103,0.058,0.042,0.028,0.027
2104,0.056,0.039,0.032,0.027
2105,0.05,0.04,0.03,0.032
2106,0.05,0.047,0.03333333333333333,0.0345
2107,0.072,0.057,0.03,0.031
2108,0.08,0.039,0.04133333333333333,0.032
2109,0.05,0.037,0.044,0.026
2110,0.056,0.04,0.04,0.028
2111,0.066,0.037,0.03133333333333333,0.0305
2112,0.046,0.035,0.029333333333333333,0.028
2113,0.054,0.037,0.03933333333333333,0.028
2114,0.05,0.043,0.034,0.0295
2115,0.082,0.033,0.029333333333333333,0.026
2116,0.058,0.039,0.035333333333333335,0.025
2117,0.052,0.046,0.034,0.0235
2118,0.056,0.033,0.030666666666666665,0.041
2119,0.054,0.038,0.037333333333333336,0.0245
2120,0.05,0.04,0.034666666666666665,0.0255
2121,0.062,0.039,0.036,0.0285
2122,0.054,0.038,0.038,0.0305
2123,0.05,0.042,0.028,0.034
2124,0.05,0.042,0.03866666666666667,0.028
2125,0.05,0.053,0.03266666666666666,0.0265
2126,0.05,0.043,0.034,0.0295
2127,0.05,0.035,0.032,0.0285
2128,0.05,0.036,0.032,0.029
2129,0.064,0.037,0.03866666666666667,0.0365
2130,0.058,0.048,0.028666666666666667,0.0325
2131,0.07,0.042,0.03266666666666666,0.0315
2132,0.056,0.044,0.03333333333333333,0.032
2133,0.052,0.041,0.032,0.036
2134,0.048,0.035,0.04,0.027
2135,0.052,0.048,0.029333333333333333,0.033
2136,0.052,0.05,0.034,0.0305
2137,0.046,0.041,0.028,0.043
2138,0.054,0.051,0.034,0.025
2139,0.046,0.044,0.032,0.03
2140,0.046,0.051,0.03,0.026
2141,0.06,0.04,0.034,0.0285
2142,0.052,0.04,0.03666666666666667,0.029
2143,0.05,0.037,0.036,0.0255
2144,0.092,0.041,0.03,0.0285
2145,0.064,0.04,0.032,0.0285
2146,0.07,0.035,0.03133333333333333,0.0335
2147,0.05,0.042,0.05466666666666667,0.0265
2148,0.052,0.05,0.03266666666666666,0.0275
2149,0.052,0.037,0.034,0.027
2150,0.06,0.04,0.03,0.0275
2151,0.058,0.041,0.034666666666666665,0.0275
2152,0.044,0.049,0.034,0.0285
2153,0.056,0.04,0.028,0.028
2154,0.05,0.041,0.027333333333333334,0.027
2155,0.048,0.039,0.03333333333333333,0.026
2156,0.072,0.033,0.032,0.025
2157,0.056,0.069,0.030666666666666665,0.029
2158,0.056,0.044,0.03266666666666666,0.03
2159,0.054,0.036,0.03333333333333333,0.0315
2160,0.046,0.04,0.03266666666666666,0.029
2161,0.052,0.047,0.03,0.0305
2162,0.056,0.049,0.03133333333333333,0.03
2163,0.052,0.036,0.03333333333333333,0.0285
2164,0.052,0.049,0.03133333333333333,0.0265
2165,0.05,0.042,0.029333333333333333,0.0265
2166,0.052,0.049,0.03866666666666667,0.0385
2167,0.052,0.042,0.03,0.033
2168,0.058,0.061,0.034,0.027
2169,0.062,0.033,0.03266666666666666,0.037
2170,0.052,0.048,0.034,0.025
2171,0.058,0.039,0.03133333333333333,0.0245
2172,0.05,0.037,0.02666666666666667,0.0355
2173,0.054,0.037,0.04133333333333333,0.0275
2174,0.058,0.042,0.03133333333333333,0.026
2175,0.058,0.035,0.042,0.0245
2176,0.076,0.043,0.03266666666666666,0.0275
2177,0.056,0.036,0.034,0.0295
2178,0.052,0.037,0.032,0.029
2179,0.058,0.047,0.03266666666666666,0.028
2180,0.054,0.035,0.029333333333333333,0.0275
2181,0.048,0.039,0.03266666666666666,0.0285
2182,0.054,0.039,0.03333333333333333,0.0265
2183,0.05,0.042,0.03,0.0275
2184,0.048,0.04,0.028666666666666667,0.0265
2185,0.046,0.04,0.03133333333333333,0.028
2186,0.048,0.038,0.028666666666666667,0.027
2187,0.066,0.049,0.034666666666666665,0.028
2188,0.048,0.038,0.029333333333333333,0.03
2189,0.062,0.037,0.034,0.0295
2190,0.054,0.04,0.03333333333333333,0.028
2191,0.05,0.043,0.030666666666666665,0.0325
2192,0.056,0.044,0.03133333333333333,0.0275
2193,0.062,0.034,0.038,0.029
2194,0.048,0.035,0.036,0.0295
2195,0.062,0.034,0.028,0.024
2196,0.098,0.04,0.034,0.0305
2197,0.064,0.033,0.032,0.0295
2198,0.072,0.037,0.04,0.0265
2199,0.056,0.04,0.029333333333333333,0.0385
2200,0.052,0.041,0.03133333333333333,0.027
2201,0.056,0.036,0.03266666666666666,0.0335
2202,0.046,0.034,0.034666666666666665,0.0295
2203,0.058,0.042,0.028666666666666667,0.0345
2204,0.05,0.036,0.03333333333333333,0.0265
2205,0.054,0.037,0.03,0.03
2206,0.054,0.035,0.02666666666666667,0.027
2207,0.056,0.035,0.030666666666666665,0.0265
2208,0.056,0.042,0.03,0.026
2209,0.056,0.035,0.035333333333333335,0.024
2210,0.052,0.04,0.026,0.029
2211,0.062,0.034,0.034,0.027
2212,0.054,0.041,0.03266666666666666,0.0265
2213,0.046,0.038,0.028666666666666667,0.025
2214,0.074,0.038,0.034,0.0265
2215,0.064,0.051,0.030666666666666665,0.0305
2216,0.086,0.05,0.032,0.025
2217,0.06,0.034,0.03,0.026
2218,0.06,0.044,0.028666666666666667,0.0315
2219,0.056,0.04,0.03,0.0255
2220,0.052,0.039,0.028666666666666667,0.0345
2221,0.054,0.046,0.032,0.0305
2222,0.048,0.042,0.03266666666666666,0.0245
2223,0.052,0.037,0.034666666666666665,0.026
2224,0.06,0.033,0.032,0.029
2225,0.094,0.04,0.036,0.031
2226,0.068,0.038,0.028,0.026
2227,0.056,0.04,0.03266666666666666,0.0275
2228,0.05,0.041,0.03133333333333333,0.0275
2229,0.072,0.039,0.04666666666666667,0.027
2230,0.046,0.038,0.03,0.0305
2231,0.056,0.037,0.035333333333333335,0.028
2232,0.052,0.041,0.034,0.0315
2233,0.044,0.035,0.03333333333333333,0.029
2234,0.056,0.042,0.03866666666666667,0.023
2235,0.054,0.04,0.036,0.033
2236,0.066,0.038,0.03133333333333333,0.0295
2237,0.052,0.043,0.029333333333333333,0.041
2238,0.054,0.037,0.05,0.03
2239,0.048,0.052,0.03133333333333333,0.0265
2240,0.056,0.038,0.029333333333333333,0.0255
2241,0.052,0.039,0.029333333333333333,0.025
2242,0.052,0.043,0.028,0.028
2243,0.074,0.033,0.03266666666666666,0.03
2244,0.048,0.04,0.03333333333333333,0.0275
2245,0.054,0.035,0.03,0.029
2246,0.05,0.058,0.03133333333333333,0.0275
2247,0.052,0.045,0.036,0.028
2248,0.062,0.051,0.035333333333333335,0.0315
2249,0.07,0.038,0.02666666666666667,0.0355
2250,0.048,0.042,0.03,0.0315
2251,0.06,0.038,0.03266666666666666,0.026
2252,0.064,0.044,0.034,0.027
2253,0.048,0.041,0.028,0.027
2254,0.058,0.036,0.03133333333333333,0.0295
2255,0.05,0.037,0.029333333333333333,0.028
2256,0.06,0.041,0.029333333333333333,0.022
2257,0.044,0.035,0.02666666666666667,0.031
2258,0.06,0.05,0.028,0.032
2259,0.05,0.035,0.03333333333333333,0.0285
2260,0.064,0.045,0.03866666666666667,0.0275
2261,0.052,0.044,0.028,0.028
2262,0.05,0.038,0.03333333333333333,0.0285
2263,0.056,0.04,0.03333333333333333,0.0375
2264,0.05,0.04,0.03133333333333333,0.0275
2265,0.06,0.035,0.030666666666666665,0.0405
2266,0.066,0.037,0.048,0.028
2267,0.07,0.054,0.034666666666666665,0.027
2268,0.056,0.043,0.035333333333333335,0.026
2269,0.068,0.043,0.02666666666666667,0.032
2270,0.064,0.037,0.02666666666666667,0.0275
2271,0.048,0.039,0.03133333333333333,0.0265
2272,0.048,0.042,0.03333333333333333,0.023
2273,0.052,0.04,0.034,0.025
2274,0.05,0.039,0.029333333333333333,0.036
2275,0.076,0.048,0.03,0.031
2276,0.066,0.039,0.037333333333333336,0.028
2277,0.046,0.046,0.030666666666666665,0.029
2278,0.056,0.047,0.03,0.0325
2279,0.056,0.035,0.03,0.023
2280,0.064,0.037,0.042666666666666665,0.0315
2281,0.048,0.038,0.034666666666666665,0.0325
2282,0.052,0.034,0.03133333333333333,0.026
2283,0.062,0.043,0.03666666666666667,0.0245
2284,0.048,0.047,0.030666666666666665,0.0355
2285,0.054,0.035,0.037333333333333336,0.0235
2286,0.056,0.048,0.043333333333333335,0.024
2287,0.066,0.036,0.03333333333333333,0.026
2288,0.072,0.036,0.028,0.034
2289,0.048,0.043,0.034,0.0275
2290,0.054,0.037,0.042666666666666665,0.032
2291,0.046,0.052,0.03866666666666667,0.031
2292,0.048,0.036,0.035333333333333335,0.0305
2293,0.056,0.043,0.03266666666666666,0.0245
2294,0.066,0.037,0.02666666666666667,0.0265
2295,0.092,0.039,0.032,0.0305
2296,0.048,0.048,0.030666666666666665,0.0305
2297,0.054,0.033,0.03133333333333333,0.03
2298,0.06,0.043,0.032,0.031
2299,0.05,0.041,0.036,0.029
2300,0.052,0.034,0.03333333333333333,0.041
2301,0.054,0.035,0.042,0.029
2302,0.048,0.034,0.028666666666666667,0.0305
2303,0.048,0.042,0.030666666666666665,0.0245
2304,0.058,0.037,0.04,0.033
2305,0.05,0.037,0.048,0.028
2306,0.056,0.048,0.032,0.0265
2307,0.056,0.058,0.030666666666666665,0.033
2308,0.06,0.045,0.03133333333333333,0.024
2309,0.062,0.048,0.03666666666666667,0.0295
2310,0.072,0.04,0.034666666666666665,0.025
2311,0.06,0.039,0.03333333333333333,0.0285
2312,0.056,0.04,0.028666666666666667,0.032
2313,0.056,0.047,0.04066666666666666,0.032
2314,0.05,0.032,0.03266666666666666,0.029
2315,0.044,0.04,0.034,0.0295
2316,0.064,0.034,0.029333333333333333,0.029
2317,0.064,0.044,0.03266666666666666,0.0445
2318,0.046,0.037,0.027333333333333334,0.0265
2319,0.052,0.038,0.03266666666666666,0.028
2320,0.052,0.044,0.034666666666666665,0.028
2321,0.054,0.038,0.030666666666666665,0.0275
2322,0.046,0.035,0.034,0.03
2323,0.054,0.043,0.032,0.0265
2324,0.052,0.056,0.034,0.028
2325,0.062,0.038,0.034666666666666665,0.029
2326,0.048,0.038,0.03666666666666667,0.0265
2327,0.088,0.041,0.03133333333333333,0.0265
2328,0.056,0.038,0.030666666666666665,0.0255
2329,0.062,0.04,0.025333333333333333,0.028
2330,0.072,0.036,0.030666666666666665,0.036
2331,0.084,0.04,0.048,0.0265
2332,0.044,0.037,0.03866666666666667,0.0305
2333,0.048,0.038,0.027333333333333334,0.024
2334,0.056,0.038,0.035333333333333335,0.032
2335,0.062,0.036,0.03133333333333333,0.035
2336,0.048,0.057,0.03333333333333333,0.027
2337,0.05,0.036,0.032,0.036
2338,0.062,0.037,0.030666666666666665,0.0375
2339,0.07,0.036,0.030666666666666665,0.025
2340,0.054,0.043,0.03266666666666666,0.0265
2341,0.06,0.036,0.038,0.0305
2342,0.048,0.036,0.03,0.028
2343,0.062,0.046,0.029333333333333333,0.0355
2344,0.052,0.033,0.030666666666666665,0.029
2345,0.068,0.04,0.037333333333333336,0.026
2346,0.068,0.043,0.028,0.027
2347,0.05,0.034,0.034,0.0295
2348,0.06,0.035,0.03133333333333333,0.038
2349,0.052,0.036,0.03933333333333333,0.0285
2350,0.05,0.036,0.032,0.027
2351,0.06,0.039,0.034666666666666665,0.027
2352,0.058,0.042,0.029333333333333333,0.0285
2353,0.062,0.04,0.03333333333333333,0.025
2354,0.048,0.035,0.03333333333333333,0.0255
2355,0.06,0.039,0.03133333333333333,0.033
2356,0.048,0.036,0.034666666666666665,0.031
2357,0.052,0.04,0.04733333333333333,0.027
2358,0.048,0.039,0.036,0.0275
2359,0.048,0.042,0.030666666666666665,0.028
2360,0.056,0.041,0.030666666666666665,0.0275
2361,0.046,0.038,0.034666666666666665,0.0275
2362,0.044,0.036,0.038,0.029
2363,0.05,0.034,0.032,0.0235
2364,0.052,0.044,0.03333333333333333,0.032
2365,0.052,0.038,0.035333333333333335,0.027
2366,0.046,0.036,0.027333333333333334,0.027
2367,0.054,0.037,0.035333333333333335,0.031
2368,0.052,0.033,0.036,0.03
2369,0.054,0.038,0.037333333333333336,0.0275
2370,0.054,0.035,0.029333333333333333,0.032
2371,0.048,0.054,0.030666666666666665,0.026
2372,0.048,0.042,0.029333333333333333,0.028
2373,0.06,0.034,0.03,0.028
2374,0.044,0.035,0.030666666666666665,0.027
2375,0.054,0.048,0.026,0.0275
2376,0.048,0.041,0.028,0.0305
2377,0.05,0.035,0.030666666666666665,0.035
2378,0.056,0.04,0.034666666666666665,0.0255
2379,0.052,0.036,0.030666666666666665,0.0265
2380,0.052,0.05,0.029333333333333333,0.0325
2381,0.048,0.04,0.028666666666666667,0.022
2382,0.058,0.04,0.03333333333333333,0.027
2383,0.062,0.035,0.03333333333333333,0.0265
2384,0.048,0.041,0.035333333333333335,0.027
2385,0.052,0.039,0.034,0.033
2386,0.058,0.04,0.034,0.033
2387,0.062,0.038,0.035333333333333335,0.0285
2388,0.048,0.045,0.03133333333333333,0.025
2389,0.068,0.039,0.030666666666666665,0.0265
2390,0.052,0.046,0.02666666666666667,0.0265
2391,0.058,0.04,0.03133333333333333,0.026
2392,0.054,0.043,0.032,0.028
2393,0.054,0.033,0.030666666666666665,0.0265
2394,0.044,0.037,0.04133333333333333,0.0285
2395,0.058,0.041,0.035333333333333335,0.0345
2396,0.06,0.04,0.027333333333333334,0.031
2397,0.06,0.043,0.029333333333333333,0.029
2398,0.058,0.04,0.029333333333333333,0.0275
2399,0.05,0.038,0.04533333333333334,0.0295
2400,0.072,0.041,0.03133333333333333,0.026
2401,0.058,0.045,0.03933333333333333,0.029
2402,0.052,0.034,0.03,0.0295
2403,0.068,0.042,0.034,0.0295
2404,0.062,0.037,0.030666666666666665,0.0335
2405,0.056,0.037,0.03133333333333333,0.027
2406,0.052,0.039,0.029333333333333333,0.027
2407,0.048,0.037,0.037333333333333336,0.0245
2408,0.068,0.046,0.028,0.0275
2409,0.054,0.033,0.03,0.0245
2410,0.054,0.045,0.03133333333333333,0.0305
2411,0.052,0.04,0.030666666666666665,0.0275
2412,0.054,0.044,0.03666666666666667,0.03
2413,0.056,0.036,0.028666666666666667,0.022
2414,0.062,0.038,0.042,0.0315
2415,0.048,0.037,0.034666666666666665,0.0345
2416,0.066,0.042,0.03,0.0335
2417,0.064,0.036,0.029333333333333333,0.0325
2418,0.064,0.037,0.03,0.0305
2419,0.048,0.039,0.028666666666666667,0.026
2420,0.056,0.035,0.03933333333333333,0.025
2421,0.06,0.034,0.03333333333333333,0.027
2422,0.062,0.04,0.034,0.029
2423,0.056,0.037,0.043333333333333335,0.0255
2424,0.052,0.041,0.03133333333333333,0.036
2425,0.05,0.035,0.034,0.0335
2426,0.048,0.043,0.03666666666666667,0.029
2427,0.06,0.036,0.036,0.034
2428,0.062,0.033,0.034,0.0255
2429,0.046,0.039,0.03866666666666667,0.0305
2430,0.05,0.042,0.035333333333333335,0.027
2431,0.086,0.045,0.034666666666666665,0.0315
2432,0.06,0.036,0.03266666666666666,0.0265
2433,0.05,0.045,0.04533333333333334,0.03
2434,0.08,0.043,0.044,0.0315
2435,0.058,0.045,0.03,0.0275
2436,0.048,0.035,0.03,0.0245
2437,0.05,0.039,0.030666666666666665,0.027
2438,0.05,0.035,0.03266666666666666,0.0275
2439,0.052,0.037,0.034,0.034
2440,0.05,0.053,0.03666666666666667,0.0275
2441,0.052,0.051,0.028,0.0315
2442,0.06,0.034,0.034666666666666665,0.037
2443,0.046,0.035,0.03133333333333333,0.0325
2444,0.058,0.037,0.027333333333333334,0.024
2445,0.05,0.047,0.03266666666666666,0.0275
2446,0.068,0.049,0.03,0.0275
2447,0.05,0.041,0.03266666666666666,0.0275
2448,0.046,0.039,0.04,0.0255
2449,0.048,0.039,0.036,0.0265
2450,0.056,0.046,0.034666666666666665,0.026
2451,0.09,0.045,0.032,0.027
2452,0.07,0.038,0.03666666666666667,0.03
2453,0.054,0.036,0.03333333333333333,0.04
2454,0.054,0.038,0.034,0.024
2455,0.048,0.043,0.03866666666666667,0.0285
2456,0.054,0.043,0.03133333333333333,0.0235
2457,0.062,0.041,0.03,0.0285
2458,0.048,0.035,0.03333333333333333,0.0385
2459,0.05,0.038,0.03133333333333333,0.026
2460,0.054,0.036,0.03866666666666667,0.0255
2461,0.054,0.037,0.03,0.0265
2462,0.05,0.034,0.037333333333333336,0.0275
2463,0.076,0.037,0.032,0.0265
2464,0.048,0.057,0.026,0.043
2465,0.05,0.039,0.03266666666666666,0.0245
2466,0.074,0.053,0.030666666666666665,0.0305
2467,0.044,0.049,0.032,0.033
2468,0.044,0.04,0.030666666666666665,0.028
2469,0.05,0.037,0.036,0.026
2470,0.048,0.037,0.028,0.0255
2471,0.064,0.036,0.027333333333333334,0.0285
2472,0.054,0.06,0.03333333333333333,0.036
2473,0.058,0.035,0.034,0.025
2474,0.068,0.038,0.032,0.0325
2475,0.062,0.034,0.03866666666666667,0.0245
2476,0.054,0.042,0.03266666666666666,0.0275
2477,0.058,0.043,0.038,0.033
2478,0.056,0.038,0.038,0.029
2479,0.058,0.045,0.03666666666666667,0.0285
2480,0.05,0.049,0.042666666666666665,0.0245
2481,0.064,0.034,0.029333333333333333,0.0255
2482,0.05,0.04,0.03866666666666667,0.032
2483,0.052,0.038,0.042,0.024
2484,0.052,0.036,0.030666666666666665,0.029
2485,0.048,0.061,0.036,0.0265
2486,0.05,0.041,0.030666666666666665,0.0275
2487,0.082,0.036,0.028666666666666667,0.0305
2488,0.048,0.04,0.034,0.0275
2489,0.05,0.065,0.030666666666666665,0.0295
2490,0.052,0.036,0.026,0.0315
2491,0.06,0.036,0.029333333333333333,0.027
2492,0.062,0.04,0.03266666666666666,0.0265
2493,0.054,0.036,0.03266666666666666,0.0295
2494,0.052,0.038,0.03,0.0295
2495,0.046,0.035,0.03,0.0275
2496,0.05,0.038,0.03266666666666666,0.031
2497,0.052,0.041,0.02666666666666667,0.031
2498,0.06,0.037,0.028666666666666667,0.027
2499,0.052,0.04,0.032,0.0305
2500,0.054,0.04,0.034666666666666665,0.0265
2501,0.05,0.035,0.03,0.0275
2502,0.064,0.052,0.027333333333333334,0.0255
2503,0.074,0.061,0.03266666666666666,0.036
2504,0.05,0.033,0.028,0.0285
2505,0.056,0.049,0.05,0.03
2506,0.056,0.035,0.03333333333333333,0.031
2507,0.056,0.04,0.034,0.043
2508,0.052,0.039,0.032,0.029
2509,0.05,0.038,0.037333333333333336,0.0315
2510,0.068,0.038,0.029333333333333333,0.025
2511,0.044,0.035,0.034,0.028
2512,0.058,0.037,0.03133333333333333,0.0265
2513,0.052,0.035,0.037333333333333336,0.025
2514,0.05,0.044,0.034,0.026
2515,0.05,0.039,0.029333333333333333,0.0345
2516,0.05,0.035,0.028666666666666667,0.025
2517,0.06,0.037,0.038,0.026
2518,0.05,0.044,0.03266666666666666,0.0255
2519,0.048,0.048,0.03,0.036
2520,0.046,0.041,0.038,0.026
2521,0.052,0.038,0.028666666666666667,0.025
2522,0.062,0.038,0.04133333333333333,0.034
2523,0.05,0.038,0.035333333333333335,0.0255
2524,0.06,0.047,0.034666666666666665,0.029
2525,0.056,0.037,0.03666666666666667,0.037
2526,0.058,0.044,0.034666666666666665,0.03
2527,0.046,0.045,0.028666666666666667,0.0255
2528,0.062,0.047,0.03266666666666666,0.0395
2529,0.06,0.04,0.026,0.025
2530,0.054,0.035,0.034666666666666665,0.0275
2531,0.046,0.031,0.030666666666666665,0.0255
2532,0.058,0.038,0.030666666666666665,0.0305
2533,0.054,0.043,0.029333333333333333,0.0305
2534,0.062,0.044,0.034666666666666665,0.026
2535,0.058,0.042,0.03266666666666666,0.03
2536,0.06,0.044,0.036,0.0265
2537,0.046,0.038,0.038,0.0245
2538,0.05,0.038,0.032,0.0305
2539,0.06,0.036,0.032,0.0375
2540,0.064,0.033,0.03266666666666666,0.0295
2541,0.054,0.041,0.034666666666666665,0.0295
2542,0.05,0.037,0.03,0.0295
2543,0.07,0.047,0.03333333333333333,0.0275
2544,0.046,0.034,0.034666666666666665,0.0275
2545,0.062,0.045,0.04,0.033
2546,0.058,0.034,0.03666666666666667,0.0355
2547,0.044,0.042,0.028,0.0265
2548,0.05,0.038,0.028,0.0355
2549,0.044,0.05,0.03,0.03
2550,0.05,0.044,0.03266666666666666,0.039
2551,0.06,0.035,0.03,0.0285
2552,0.052,0.034,0.03133333333333333,0.031
2553,0.13,0.037,0.028666666666666667,0.0275
2554,0.06,0.041,0.029333333333333333,0.0245
2555,0.068,0.036,0.042666666666666665,0.032
2556,0.052,0.039,0.03866666666666667,0.024
2557,0.048,0.035,0.034666666666666665,0.0285
2558,0.058,0.04,0.030666666666666665,0.0265
2559,0.07,0.044,0.03133333333333333,0.0295
2560,0.044,0.043,0.03,0.031
2561,0.052,0.033,0.035333333333333335,0.0275
2562,0.054,0.041,0.03333333333333333,0.0255
2563,0.058,0.039,0.028666666666666667,0.028
2564,0.054,0.038,0.03,0.031
2565,0.06,0.043,0.028666666666666667,0.03
2566,0.058,0.036,0.032,0.028
2567,0.058,0.047,0.032,0.026
2568,0.062,0.036,0.035333333333333335,0.027
2569,0.05,0.034,0.042,0.031
2570,0.05,0.039,0.03333333333333333,0.0285
2571,0.058,0.041,0.043333333333333335,0.028
2572,0.054,0.04,0.03133333333333333,0.0285
2573,0.044,0.038,0.04466666666666667,0.0275
2574,0.05,0.037,0.034666666666666665,0.027
2575,0.072,0.034,0.03866666666666667,0.031
2576,0.052,0.037,0.032,0.024
2577,0.06,0.043,0.037333333333333336,0.0245
2578,0.07,0.037,0.030666666666666665,0.0295
2579,0.048,0.037,0.034666666666666665,0.028
2580,0.048,0.046,0.03266666666666666,0.035
2581,0.046,0.038,0.03333333333333333,0.0255
2582,0.052,0.043,0.034666666666666665,0.0325
2583,0.05,0.034,0.034666666666666665,0.0235
2584,0.052,0.034,0.04666666666666667,0.0365
2585,0.048,0.039,0.03,0.033
2586,0.06,0.041,0.03333333333333333,0.0305
2587,0.048,0.038,0.032,0.0345
2588,0.052,0.044,0.029333333333333333,0.0245
2589,0.062,0.035,0.044,0.03
2590,0.062,0.035,0.034666666666666665,0.034
2591,0.064,0.041,0.038,0.0295
2592,0.048,0.049,0.03133333333333333,0.0275
2593,0.054,0.037,0.036,0.0255
2594,0.05,0.035,0.030666666666666665,0.03
2595,0.048,0.04,0.030666666666666665,0.0335
2596,0.056,0.039,0.037333333333333336,0.026
2597,0.064,0.037,0.03866666666666667,0.0295
2598,0.06,0.037,0.030666666666666665,0.0375
2599,0.054,0.041,0.029333333333333333,0.0345
2600,0.074,0.035,0.032,0.036
2601,0.084,0.035,0.036,0.032
2602,0.062,0.044,0.037333333333333336,0.0315
2603,0.05,0.038,0.028666666666666667,0.0275
2604,0.054,0.049,0.034666666666666665,0.026
2605,0.058,0.04,0.028666666666666667,0.03
2606,0.06,0.035,0.028666666666666667,0.028
2607,0.06,0.062,0.02666666666666667,0.029
2608,0.058,0.039,0.034666666666666665,0.0225
2609,0.052,0.032,0.034,0.03
2610,0.046,0.039,0.037333333333333336,0.0325
2611,0.052,0.037,0.037333333333333336,0.0255
2612,0.056,0.036,0.028,0.037
2613,0.06,0.033,0.03,0.0245
2614,0.052,0.04,0.03933333333333333,0.032
2615,0.052,0.041,0.027333333333333334,0.0305
2616,0.054,0.037,0.035333333333333335,0.0245
2617,0.068,0.039,0.03,0.0305
2618,0.058,0.036,0.03,0.0245
2619,0.052,0.034,0.03133333333333333,0.0385
2620,0.046,0.044,0.03333333333333333,0.026
2621,0.054,0.037,0.03266666666666666,0.0265
2622,0.05,0.035,0.029333333333333333,0.0315
2623,0.07,0.035,0.03333333333333333,0.0285
2624,0.056,0.037,0.034,0.031
2625,0.052,0.049,0.034666666666666665,0.0285
2626,0.056,0.033,0.034,0.027
2627,0.056,0.05,0.03,0.0285
2628,0.058,0.036,0.03266666666666666,0.03
2629,0.046,0.036,0.027333333333333334,0.029
2630,0.048,0.047,0.03266666666666666,0.024
2631,0.06,0.039,0.042,0.029
2632,0.078,0.042,0.034,0.0285
2633,0.07,0.035,0.034666666666666665,0.026
2634,0.056,0.044,0.028,0.0255
2635,0.046,0.039,0.04066666666666666,0.025
2636,0.046,0.046,0.035333333333333335,0.0275
2637,0.046,0.038,0.03333333333333333,0.0295
2638,0.062,0.039,0.030666666666666665,0.026
2639,0.05,0.042,0.032,0.039
2640,0.048,0.048,0.032,0.0275
2641,0.054,0.039,0.03266666666666666,0.03
2642,0.044,0.039,0.028666666666666667,0.029
2643,0.05,0.043,0.029333333333333333,0.0325
